,train,val,test
accuracy,0.9602156207886565,0.8956246705324196,0.8972790550516768
balanced_accuracy,0.9599921101372875,0.8955500356442703,0.8966935546284992
roc_auc,0.9933998840739511,0.9661758153626805,0.9613160549913923
F1,0.9581870804852516,0.8909691629955947,0.8914642299977713
