epoch,accuracy,loss,val_accuracy,val_loss
1,0.811566174030304,0.4016808867454529,0.8581971526145935,0.32368019223213196
2,0.8723267316818237,0.29277288913726807,0.886135995388031,0.25864139199256897
3,0.8919552564620972,0.2503807842731476,0.8956246972084045,0.24343273043632507
4,0.9082439541816711,0.22081223130226135,0.8935160636901855,0.24463173747062683
5,0.9182047247886658,0.19829359650611877,0.892988920211792,0.2590909004211426
6,0.9255288243293762,0.17767079174518585,0.8966789841651917,0.2786853015422821
7,0.939180850982666,0.15503381192684174,0.8940432071685791,0.30472636222839355
8,0.9476181864738464,0.132210835814476,0.9056404829025269,0.32679882645606995
9,0.9589265584945679,0.11006812006235123,0.8956246972084045,0.34163033962249756
10,0.9649030566215515,0.09268297255039215,0.8956246972084045,0.35331374406814575
