,train,val,test
accuracy,0.9025113703776942,0.8792512523068811,0.8808268297827463
balanced_accuracy,0.8999010642946246,0.876830545827378,0.8779261923842763
roc_auc,0.9739241895796895,0.9598766309208382,0.9604377113383457
F1,0.8918780612617881,0.8668604651162791,0.8670275358907978
