,FPR,TPR
0,0.0,0.0
1,0.0,0.0004418912947414936
2,0.0,0.01855943437914273
3,0.0,0.019443216968625717
4,0.0,0.04551480335837384
5,0.0,0.04639858594785683
6,0.0,0.0618647812638091
7,0.0004035512510088781,0.0618647812638091
8,0.0004035512510088781,0.06539991162174105
9,0.0004035512510088781,0.06628369421122404
10,0.0004035512510088781,0.12461334511710119
11,0.0008071025020177562,0.12461334511710119
12,0.0008071025020177562,0.13875386654882899
13,0.0012106537530266344,0.13875386654882899
14,0.0012106537530266344,0.1657092355280601
15,0.0016142050040355124,0.1657092355280601
16,0.0016142050040355124,0.17631462660185596
17,0.0020177562550443904,0.17631462660185596
18,0.0020177562550443904,0.17719840919133892
19,0.002421307506053269,0.17719840919133892
20,0.002421307506053269,0.24348210340256296
21,0.002824858757062147,0.24348210340256296
22,0.002824858757062147,0.2682280159080866
23,0.003228410008071025,0.2682280159080866
24,0.003228410008071025,0.3119752540874945
25,0.003228410008071025,0.31285903667697745
26,0.003228410008071025,0.31330092797171893
27,0.0036319612590799033,0.31330092797171893
28,0.0036319612590799033,0.33716305788775963
29,0.004035512510088781,0.33716305788775963
30,0.004035512510088781,0.35572249226690233
31,0.004035512510088781,0.35660627485638535
32,0.004035512510088781,0.36942112240388864
33,0.00443906376109766,0.36942112240388864
34,0.00443906376109766,0.37649138311975255
35,0.004842615012106538,0.37649138311975255
36,0.004842615012106538,0.382235969951392
37,0.005246166263115416,0.382235969951392
38,0.005246166263115416,0.38267786124613345
39,0.005649717514124294,0.38267786124613345
40,0.005649717514124294,0.3910737958462218
41,0.006053268765133172,0.3910737958462218
42,0.006053268765133172,0.4158197083517455
43,0.00645682001614205,0.4158197083517455
44,0.00645682001614205,0.4197967300044189
45,0.006860371267150928,0.4197967300044189
46,0.006860371267150928,0.4277507733097658
47,0.007263922518159807,0.4277507733097658
48,0.007263922518159807,0.4471939902783915
49,0.007667473769168685,0.4471939902783915
50,0.007667473769168685,0.45293857711003094
51,0.008071025020177562,0.45293857711003094
52,0.008071025020177562,0.47856827220503756
53,0.00847457627118644,0.47856827220503756
54,0.00847457627118644,0.4891736632788334
55,0.00887812752219532,0.4891736632788334
56,0.00887812752219532,0.4931506849315068
57,0.009281678773204197,0.4931506849315068
58,0.009281678773204197,0.49536014140521434
59,0.009685230024213076,0.49536014140521434
60,0.009685230024213076,0.4980114891736633
61,0.010088781275221953,0.4980114891736633
62,0.010088781275221953,0.5050817498895271
63,0.010088781275221953,0.5059655324790102
64,0.010088781275221953,0.5227574016791869
65,0.010492332526230832,0.5227574016791869
66,0.010492332526230832,0.5307114449845338
67,0.010895883777239709,0.5307114449845338
68,0.010895883777239709,0.5413168360583297
69,0.011299435028248588,0.5413168360583297
70,0.011299435028248588,0.5519222271321255
71,0.011702986279257466,0.5519222271321255
72,0.011702986279257466,0.5603181617322138
73,0.012106537530266344,0.5603181617322138
74,0.012106537530266344,0.5607600530269554
75,0.012510088781275222,0.5607600530269554
76,0.012510088781275222,0.5616438356164384
77,0.0129136400322841,0.5616438356164384
78,0.0129136400322841,0.5665046398585948
79,0.013317191283292978,0.5665046398585948
80,0.013317191283292978,0.5678303137428192
81,0.013720742534301856,0.5678303137428192
82,0.013720742534301856,0.5709235528060097
83,0.014124293785310734,0.5709235528060097
84,0.014124293785310734,0.5713654441007512
85,0.014527845036319613,0.5713654441007512
86,0.014527845036319613,0.5802032699955811
87,0.01493139628732849,0.5802032699955811
88,0.01493139628732849,0.5841802916482546
89,0.01533494753833737,0.5841802916482546
90,0.01533494753833737,0.5899248784798939
