,train,val,test
accuracy,0.879475010253706,0.8719030047443331,0.8633199746888842
balanced_accuracy,0.8777942541334467,0.8709304268401354,0.8616388959921993
roc_auc,0.9545513991887709,0.9508042238460167,0.9411348367623599
F1,0.869438273563948,0.8635597978663672,0.852054794520548
