epoch,accuracy,loss,val_accuracy,val_loss
1,0.7143024802207947,0.5705056190490723,0.792830765247345,0.4706730842590332
2,0.7784613370895386,0.47614333033561707,0.8160253167152405,0.42056402564048767
3,0.799554705619812,0.43929925560951233,0.8265682458877563,0.3933575451374054
4,0.8099842071533203,0.4183158576488495,0.8360569477081299,0.37250474095344543
5,0.8134997487068176,0.4071762263774872,0.8429098725318909,0.36035630106925964
6,0.823050320148468,0.39133578538894653,0.8502899408340454,0.34772956371307373
7,0.8257455825805664,0.3829200863838196,0.8566157221794128,0.3386091887950897
8,0.8307259678840637,0.3749958574771881,0.8566157221794128,0.33168497681617737
9,0.8340657353401184,0.3692828118801117,0.8566157221794128,0.3282298743724823
10,0.8378742337226868,0.36246076226234436,0.8576700091362,0.32403525710105896
11,0.841155469417572,0.3576635420322418,0.8618872165679932,0.31856346130371094
12,0.842268705368042,0.35378941893577576,0.8613600134849548,0.3161541223526001
13,0.8423272967338562,0.35021886229515076,0.865577220916748,0.3128705322742462
14,0.8453741073608398,0.34641823172569275,0.8661043643951416,0.3097813129425049
15,0.8483623266220093,0.34186357259750366,0.8676857948303223,0.30789294838905334
16,0.8492998480796814,0.33811745047569275,0.8650500774383545,0.30403533577919006
17,0.851702094078064,0.33407488465309143,0.8671586513519287,0.30257731676101685
18,0.850881814956665,0.3315710425376892,0.8671586513519287,0.3002494275569916
19,0.8525810241699219,0.3290461003780365,0.8650500774383545,0.29948633909225464
20,0.8532841205596924,0.32507747411727905,0.8666315078735352,0.2988722026348114
21,0.8539872169494629,0.3233504295349121,0.8645229339599609,0.30130282044410706
22,0.8562137484550476,0.321233332157135,0.8645229339599609,0.2998027801513672
23,0.8576785326004028,0.3187042772769928,0.8687401413917542,0.2990763485431671
24,0.8576199412345886,0.31706932187080383,0.8666315078735352,0.2971571683883667
25,0.8593191504478455,0.31393900513648987,0.8703215718269348,0.2955411672592163
26,0.861780047416687,0.3109922409057617,0.865577220916748,0.29872941970825195
27,0.8623659610748291,0.30881133675575256,0.865577220916748,0.29723528027534485
28,0.8612527251243591,0.3088200092315674,0.8676857948303223,0.2968538701534271
29,0.8644753098487854,0.3052350878715515,0.8708487153053284,0.2938278615474701
30,0.8663502931594849,0.3031349182128906,0.8661043643951416,0.29551801085472107
31,0.8651784062385559,0.30246105790138245,0.8671586513519287,0.2946743965148926
32,0.866936206817627,0.2991880774497986,0.8671586513519287,0.2970379889011383
33,0.8689869046211243,0.2977675795555115,0.8697944283485413,0.2924816608428955
34,0.8702173829078674,0.29529377818107605,0.8708487153053284,0.29033246636390686
35,0.8695142865180969,0.29468226432800293,0.8682129383087158,0.2928496301174164
36,0.8689869046211243,0.29432377219200134,0.872430145740509,0.29147928953170776
37,0.8706275224685669,0.2925880253314972,0.8703215718269348,0.2916434705257416
38,0.8706861138343811,0.29296430945396423,0.8734844326972961,0.28953203558921814
39,0.8735571503639221,0.2878614366054535,0.8697944283485413,0.29157906770706177
40,0.8713892102241516,0.2900865077972412,0.8708487153053284,0.2918342351913452
41,0.8726196885108948,0.2884432375431061,0.8719030022621155,0.28858426213264465
42,0.8735571503639221,0.28623709082603455,0.8697944283485413,0.2922779321670532
43,0.8759008646011353,0.2832876443862915,0.8703215718269348,0.291390597820282
44,0.8766039609909058,0.28175514936447144,0.8703215718269348,0.2920326292514801
45,0.8762524127960205,0.28159478306770325,0.8692672848701477,0.2928675711154938
46,0.8774242401123047,0.2795394957065582,0.8713758587837219,0.29190292954444885
