accuracy,balanced_accuracy,ROC_AUC,F1
0.863498840717634,0.861911068319943,0.9391636855127619,0.8590355591896263
0.030754650940420184,0.028576407180582228,0.016105185923835467,0.025524046048999757
0.08369506239826374,0.07750409708729922,0.044906870542715915,0.057189182270073524
