epoch,accuracy,loss,val_accuracy,val_loss
1,0.7738911509513855,0.466849684715271,0.8587242960929871,0.3317539393901825
2,0.8553934693336487,0.32662689685821533,0.8734844326972961,0.2894081473350525
3,0.8763110041618347,0.2821139693260193,0.8856088519096375,0.263094425201416
4,0.8928341269493103,0.25203052163124084,0.8945703506469727,0.24468381702899933
5,0.9025018811225891,0.2300228476524353,0.892988920211792,0.23609548807144165
6,0.9123454689979553,0.2111116647720337,0.9030047655105591,0.2494659125804901
7,0.9204312562942505,0.19699305295944214,0.9024776220321655,0.2340744584798813
8,0.9313294887542725,0.17722256481647491,0.8966789841651917,0.2568541169166565
9,0.9378332495689392,0.16061276197433472,0.8966789841651917,0.2775614857673645
10,0.9439268708229065,0.14294618368148804,0.8871902823448181,0.31667226552963257
11,0.9506064057350159,0.1277598738670349,0.8898260593414307,0.3079961836338043
12,0.9597468972206116,0.10891135782003403,0.892988920211792,0.3238101303577423
