accuracy,balanced_accuracy,ROC_AUC,F1
0.8900365388701654,0.8895026006923491,0.9578129374131491,0.8895466104832093
0.031221012365819385,0.030027250863417315,0.019692923681607147,0.021522115124123112
0.07988183517212277,0.07504811447962867,0.049728091725981693,0.056070796460176986
