epoch,accuracy,loss,val_accuracy,val_loss
1,0.7387941479682922,0.5178321599960327,0.602530300617218,0.6256516575813293
2,0.7964493036270142,0.43020299077033997,0.7343173623085022,0.5003944039344788
3,0.8061756491661072,0.41475579142570496,0.7148128747940063,0.5373214483261108
4,0.8094568252563477,0.39924144744873047,0.6647337675094604,0.5569817423820496
5,0.8159606456756592,0.3855849504470825,0.7865049839019775,0.42545783519744873
6,0.8252182602882385,0.3705219030380249,0.8128623962402344,0.37852269411087036
7,0.828499436378479,0.36283251643180847,0.8039008975028992,0.40169328451156616
8,0.8349446058273315,0.3548310101032257,0.8160253167152405,0.3806999623775482
9,0.8361164927482605,0.34846681356430054,0.8307854533195496,0.3624085485935211
10,0.8402179479598999,0.3435361087322235,0.8402740955352783,0.3423565626144409
11,0.8426788449287415,0.33774644136428833,0.8323668837547302,0.36407798528671265
12,0.8451983332633972,0.335299551486969,0.850817084312439,0.32914963364601135
13,0.8467217683792114,0.3312079608440399,0.8502899408340454,0.3279937207698822
14,0.8504130840301514,0.32585567235946655,0.8450184464454651,0.3372644782066345
15,0.8511747717857361,0.3240843415260315,0.8392198085784912,0.3600877523422241
16,0.8547489047050476,0.3208812177181244,0.8429098725318909,0.3453604578971863
17,0.8539286255836487,0.31952112913131714,0.8423827290534973,0.33879604935646057
18,0.8560965657234192,0.3160819411277771,0.8576700091362,0.2970978915691376
19,0.8543973565101624,0.3189511299133301,0.8661043643951416,0.29634997248649597
20,0.8610769510269165,0.30884653329849243,0.8571428656578064,0.31170153617858887
21,0.8586746454238892,0.30975398421287537,0.8661043643951416,0.2962110638618469
22,0.8594949245452881,0.3085990250110626,0.8650500774383545,0.29379749298095703
23,0.8603737950325012,0.30391639471054077,0.8629415035247803,0.3030026853084564
24,0.8616628646850586,0.30093035101890564,0.8634686470031738,0.2991470396518707
25,0.8644167184829712,0.2953594923019409,0.8650500774383545,0.29572439193725586
26,0.8640651702880859,0.30237877368927,0.8666315078735352,0.2947653830051422
27,0.8655885457992554,0.2916061282157898,0.8666315078735352,0.2941524386405945
28,0.8652955889701843,0.2902774214744568,0.8708487153053284,0.29492565989494324
29,0.8661744594573975,0.2903026342391968,0.8676857948303223,0.30186447501182556
30,0.8689283132553101,0.2841772139072418,0.8639957904815674,0.30452829599380493
31,0.8722095489501953,0.2816115617752075,0.8697944283485413,0.3047451376914978
32,0.8722095489501953,0.27997642755508423,0.8713758587837219,0.30789312720298767
33,0.8727368712425232,0.27737653255462646,0.8708487153053284,0.3032456040382385
34,0.8761352300643921,0.27520084381103516,0.865577220916748,0.3073780834674835
35,0.8756664991378784,0.2735759913921356,0.8666315078735352,0.3169061243534088
36,0.8791234493255615,0.26771116256713867,0.8703215718269348,0.3273322582244873
37,0.87812739610672,0.26661786437034607,0.8687401413917542,0.30850592255592346
38,0.8787133097648621,0.2644893527030945,0.865577220916748,0.31934645771980286
39,0.8803539276123047,0.2624709904193878,0.8703215718269348,0.32903388142585754
40,0.8766039609909058,0.26641252636909485,0.8682129383087158,0.320586234331131
41,0.8818187117576599,0.2626485526561737,0.8645229339599609,0.33395615220069885
42,0.8820530772209167,0.2599905729293823,0.8719030022621155,0.31333452463150024
43,0.8831663727760315,0.2585649788379669,0.8666315078735352,0.3272968828678131
44,0.8828147649765015,0.26223722100257874,0.8639957904815674,0.3242095708847046
45,0.8825218081474304,0.2604009211063385,0.8708487153053284,0.32235848903656006
46,0.8792992234230042,0.2640701234340668,0.865577220916748,0.3373802900314331
47,0.875256359577179,0.27357539534568787,0.8281497359275818,0.39590492844581604
48,0.8791820406913757,0.26787975430488586,0.8587242960929871,0.35061323642730713
49,0.8829319477081299,0.2605580687522888,0.8618872165679932,0.34812432527542114
50,0.8842210173606873,0.2564719617366791,0.8539799451828003,0.36328405141830444
51,0.8805882930755615,0.2633931636810303,0.8550342917442322,0.36630940437316895
52,0.8802366852760315,0.2613447904586792,0.8265682458877563,0.4012715220451355
53,0.8808812499046326,0.260882169008255,0.8460727334022522,0.3823857009410858
54,0.8817601203918457,0.2607484459877014,0.8597785830497742,0.365495890378952
55,0.8841038346290588,0.2528539001941681,0.8613600134849548,0.3328169584274292
56,0.8808812499046326,0.260648250579834,0.865577220916748,0.3294658362865448
57,0.8834007382392883,0.2573128938674927,0.8703215718269348,0.33208659291267395
58,0.8834593296051025,0.2556098401546478,0.8734844326972961,0.31728866696357727
59,0.8851584792137146,0.2563444972038269,0.8629415035247803,0.3413880467414856
60,0.8875607848167419,0.24673065543174744,0.8639957904815674,0.33866819739341736
61,0.8899630904197693,0.24769103527069092,0.8676857948303223,0.33649736642837524
62,0.8837522864341736,0.2566203474998474,0.8671586513519287,0.3272887170314789
63,0.8880295157432556,0.2486022710800171,0.8608328700065613,0.37658828496932983
64,0.8866819143295288,0.24630491435527802,0.8545070886611938,0.35388025641441345
65,0.885275661945343,0.24892207980155945,0.8645229339599609,0.35785534977912903
66,0.8900802731513977,0.24021562933921814,0.865577220916748,0.3436466455459595
67,0.8853342533111572,0.24661515653133392,0.8523985147476196,0.3415110111236572
68,0.8845725655555725,0.24634236097335815,0.8618872165679932,0.36917057633399963
