,train,val,test
accuracy,0.8651198218784789,0.8592514496573537,0.858046825564227
balanced_accuracy,0.8666487703546583,0.8614017109249688,0.8591632882846736
roc_auc,0.9477864914200494,0.9472108358581358,0.9357074915018848
F1,0.8643488509133765,0.8602825745682888,0.8559811684142948
