,train,val,test
accuracy,0.9410558387531494,0.8924617817606747,0.8865218308373761
balanced_accuracy,0.94047013541925,0.8918474870789521,0.885540346743789
roc_auc,0.9876766167978062,0.9619647790055248,0.9524929409738087
F1,0.937585308350912,0.8862876254180602,0.8790467625899281
