accuracy,balanced_accuracy,ROC_AUC,F1
0.8766913658043072,0.8750540338892028,0.9435116161702553,0.8761195917668811
0.02883695810980534,0.02837476815022918,0.018397845008960457,0.026377817187628067
0.07559134153792446,0.07270773378789341,0.050386869593925576,0.06710567994265038
