accuracy,balanced_accuracy,ROC_AUC,F1
0.7984734501251359,0.7962739385944752,0.8640558472290771,0.762317349365436
0.20422766549939253,0.2002153379871185,0.1490400154453254,0.2625773589064426
0.75,0.75,0.47969503078480347,1.0
