,train,val,test
accuracy,0.8984590144723736,0.8803373748023194,0.8738662729381987
balanced_accuracy,0.8984118389993536,0.88098155409018,0.8738363796727151
roc_auc,0.9665301582075997,0.9558623685617538,0.947288948758799
F1,0.8940255610591329,0.8770979967514889,0.8685714285714285
