epoch,accuracy,loss,val_accuracy,val_loss
1,0.7481104135513306,0.5213895440101624,0.7828149795532227,0.4821796715259552
2,0.8030702471733093,0.4336414933204651,0.743806004524231,0.5308035612106323
3,0.8137927055358887,0.40734440088272095,0.7564575672149658,0.5089438557624817
4,0.8206480145454407,0.3911004364490509,0.7659462094306946,0.4888741672039032
5,0.8235776424407959,0.38363444805145264,0.7759620547294617,0.47990506887435913
6,0.8301400542259216,0.37575092911720276,0.779124915599823,0.46618714928627014
7,0.8314876556396484,0.3680657744407654,0.7828149795532227,0.45430007576942444
8,0.8351203799247742,0.36127230525016785,0.7749077677726746,0.45144709944725037
9,0.8375812768936157,0.3556767404079437,0.7907221913337708,0.426507830619812
10,0.8404523134231567,0.35001257061958313,0.8249868154525757,0.38338205218315125
11,0.8429132103919983,0.34537413716316223,0.8133895397186279,0.401150107383728
12,0.8451983332633972,0.3408362865447998,0.8397469520568848,0.35887637734413147
13,0.8471904993057251,0.3362308740615845,0.8376383781433105,0.3578200042247772
14,0.8498271703720093,0.3360014855861664,0.8339483141899109,0.36213624477386475
15,0.8500615358352661,0.33134594559669495,0.8481813669204712,0.33463403582572937
16,0.8518778681755066,0.3275948464870453,0.8545070886611938,0.32375678420066833
17,0.8534013032913208,0.32540571689605713,0.8597785830497742,0.3137747645378113
18,0.8561551570892334,0.3213095963001251,0.8576700091362,0.3243439793586731
19,0.8573855757713318,0.3169957995414734,0.8629415035247803,0.31160908937454224
20,0.8584988713264465,0.31614893674850464,0.8671586513519287,0.3039243221282959
21,0.8612527251243591,0.31332796812057495,0.8671586513519287,0.3036370575428009
22,0.8608425855636597,0.3095720112323761,0.8645229339599609,0.31097254157066345
23,0.863186240196228,0.3069533705711365,0.8729572892189026,0.2981483042240143
24,0.8648268580436707,0.303605318069458,0.8782287836074829,0.290500670671463
25,0.8648268580436707,0.30211320519447327,0.8697944283485413,0.29426538944244385
26,0.8669947981834412,0.2983468770980835,0.8697944283485413,0.29878970980644226
27,0.866057276725769,0.2976018488407135,0.8692672848701477,0.29457464814186096
28,0.8684009909629822,0.2942480146884918,0.8777016401290894,0.28527915477752686
29,0.8698658347129822,0.29220372438430786,0.8671586513519287,0.297574907541275
30,0.8708032965660095,0.2888656258583069,0.8798102140426636,0.2878744900226593
31,0.8721509575843811,0.287290096282959,0.8682129383087158,0.2984256148338318
