,FPR,TPR
0,0.0,0.0
1,0.0,0.0004418912947414936
2,0.0,0.020326999558108707
3,0.0004035512510088781,0.020326999558108707
4,0.0004035512510088781,0.035793194874060984
5,0.0004035512510088781,0.03667697746354397
6,0.0004035512510088781,0.08484312859036677
7,0.0008071025020177562,0.08484312859036677
8,0.0008071025020177562,0.0897039328325232
9,0.0012106537530266344,0.0897039328325232
10,0.0012106537530266344,0.0901458241272647
11,0.0016142050040355124,0.0901458241272647
12,0.0016142050040355124,0.1104728236853734
13,0.0020177562550443904,0.1104728236853734
14,0.0020177562550443904,0.1453822359699514
15,0.002421307506053269,0.1453822359699514
16,0.002421307506053269,0.14582412726469288
17,0.002824858757062147,0.14582412726469288
18,0.002824858757062147,0.15687140963323024
19,0.003228410008071025,0.15687140963323024
20,0.003228410008071025,0.19045514803358374
21,0.0036319612590799033,0.19045514803358374
22,0.0036319612590799033,0.2001767565178966
23,0.004035512510088781,0.2001767565178966
24,0.004035512510088781,0.2129916040653999
25,0.00443906376109766,0.2129916040653999
26,0.00443906376109766,0.2205037560760053
27,0.004842615012106538,0.2205037560760053
28,0.004842615012106538,0.25806451612903225
29,0.005246166263115416,0.25806451612903225
30,0.005246166263115416,0.2646928855501547
31,0.005649717514124294,0.2646928855501547
32,0.005649717514124294,0.28634555899248787
33,0.006053268765133172,0.28634555899248787
34,0.006053268765133172,0.3261157755192223
35,0.00645682001614205,0.3261157755192223
36,0.00645682001614205,0.32832523199292973
37,0.006860371267150928,0.32832523199292973
38,0.006860371267150928,0.34334953601414053
39,0.006860371267150928,0.3442333186036235
40,0.006860371267150928,0.3663278833406982
41,0.007667473769168685,0.3663278833406982
42,0.007667473769168685,0.3672116659301812
43,0.008071025020177562,0.3672116659301812
44,0.008071025020177562,0.36897923110914715
45,0.00847457627118644,0.36897923110914715
46,0.00847457627118644,0.3729562527618206
47,0.00887812752219532,0.3729562527618206
48,0.00887812752219532,0.377817057003977
49,0.009281678773204197,0.377817057003977
50,0.009281678773204197,0.3870967741935484
51,0.009685230024213076,0.3870967741935484
52,0.009685230024213076,0.40874944763588156
53,0.010088781275221953,0.40874944763588156
54,0.010088781275221953,0.414494034467521
55,0.010492332526230832,0.414494034467521
56,0.010492332526230832,0.41802916482545294
57,0.010895883777239709,0.41802916482545294
58,0.010895883777239709,0.4228899690676094
59,0.012106537530266344,0.4228899690676094
60,0.012106537530266344,0.4233318603623509
61,0.012510088781275222,0.4233318603623509
62,0.012510088781275222,0.4343791427308882
63,0.0129136400322841,0.4343791427308882
64,0.0129136400322841,0.4410075121520106
65,0.013317191283292978,0.4410075121520106
66,0.013317191283292978,0.4418912947414936
67,0.013720742534301856,0.4418912947414936
68,0.013720742534301856,0.448519664162616
69,0.014124293785310734,0.448519664162616
70,0.014124293785310734,0.4533804684047724
71,0.01493139628732849,0.4533804684047724
72,0.01493139628732849,0.4551480335837384
73,0.01533494753833737,0.4551480335837384
74,0.01533494753833737,0.4564737074679629
75,0.015738498789346248,0.4564737074679629
76,0.015738498789346248,0.4644277507733098
77,0.016142050040355124,0.4644277507733098
78,0.016142050040355124,0.47149801148917364
79,0.016545601291364002,0.47149801148917364
80,0.016545601291364002,0.47989394608926206
81,0.01694915254237288,0.47989394608926206
82,0.01694915254237288,0.48166151126822804
83,0.01735270379338176,0.48166151126822804
84,0.01735270379338176,0.4882898806893504
85,0.01775625504439064,0.4882898806893504
86,0.01775625504439064,0.49977905435262926
87,0.018159806295399514,0.49977905435262926
88,0.018159806295399514,0.5064074237737517
89,0.018563357546408393,0.5064074237737517
90,0.018563357546408393,0.5099425541316837
