,FPR,TPR
0,0.0,0.0
1,0.0,0.0004418912947414936
2,0.0,0.0013256738842244808
3,0.0,0.003535130357931949
4,0.0,0.004418912947414936
5,0.0,0.006628369421122404
6,0.0,0.007512152010605391
7,0.0,0.010605391073795847
8,0.0,0.011489173663278833
9,0.0,0.017675651789659744
10,0.0,0.01855943437914273
11,0.0,0.021652673442333185
12,0.0,0.022536456031816175
13,0.0,0.02695536897923111
14,0.0,0.027839151568714096
15,0.0,0.03225806451612903
16,0.0,0.03314184710561202
17,0.0,0.034909412284577994
18,0.0004035512510088781,0.034909412284577994
19,0.0004035512510088781,0.035793194874060984
20,0.0004035512510088781,0.03667697746354397
21,0.0004035512510088781,0.04595669465311533
22,0.0004035512510088781,0.04684047724259832
23,0.0004035512510088781,0.054352629253203714
24,0.0004035512510088781,0.0552364118426867
25,0.0004035512510088781,0.05656208572691118
26,0.0004035512510088781,0.057445868316394165
27,0.0004035512510088781,0.06009721608484313
28,0.0004035512510088781,0.06098099867432612
29,0.0004035512510088781,0.062306672558550595
30,0.0004035512510088781,0.06407423773751657
31,0.0004035512510088781,0.08440123729562528
32,0.0004035512510088781,0.08528501988510827
33,0.0004035512510088781,0.0967741935483871
34,0.0004035512510088781,0.09765797613787008
35,0.0004035512510088781,0.1104728236853734
36,0.0004035512510088781,0.11135660627485638
37,0.0004035512510088781,0.12019443216968625
38,0.0004035512510088781,0.12107821475916924
39,0.0004035512510088781,0.1237295625276182
40,0.0008071025020177562,0.1237295625276182
41,0.0008071025020177562,0.12682280159080866
42,0.0008071025020177562,0.12770658418029165
43,0.0008071025020177562,0.14891736632788333
44,0.0008071025020177562,0.14980114891736632
45,0.0008071025020177562,0.1586389748121962
46,0.0012106537530266344,0.1586389748121962
47,0.0012106537530266344,0.17631462660185596
48,0.0012106537530266344,0.17719840919133892
49,0.0012106537530266344,0.20371188687582856
50,0.0012106537530266344,0.20459566946531155
51,0.0012106537530266344,0.21034025629695094
52,0.0012106537530266344,0.21122403888643393
53,0.0012106537530266344,0.21873619089703933
54,0.0016142050040355124,0.21873619089703933
55,0.0016142050040355124,0.22315510384445428
56,0.0020177562550443904,0.22315510384445428
57,0.0020177562550443904,0.24083075563411402
58,0.0020177562550443904,0.241714538223597
59,0.0020177562550443904,0.2646928855501547
60,0.002421307506053269,0.2646928855501547
61,0.002421307506053269,0.27353071144498453
62,0.002824858757062147,0.27353071144498453
63,0.002824858757062147,0.2828104286345559
64,0.003228410008071025,0.2828104286345559
65,0.003228410008071025,0.312417145382236
66,0.003228410008071025,0.31330092797171893
67,0.003228410008071025,0.3230225364560318
68,0.0036319612590799033,0.3230225364560318
69,0.0036319612590799033,0.32920901458241275
70,0.004035512510088781,0.32920901458241275
71,0.004035512510088781,0.32965090587715423
72,0.00443906376109766,0.32965090587715423
73,0.00443906376109766,0.3376049491825011
74,0.004842615012106538,0.3376049491825011
75,0.004842615012106538,0.347326557666814
76,0.005246166263115416,0.347326557666814
77,0.005246166263115416,0.36279275298276625
78,0.005649717514124294,0.36279275298276625
79,0.005649717514124294,0.37384003535130356
80,0.005649717514124294,0.3747238179407866
81,0.005649717514124294,0.39637649138311976
82,0.006053268765133172,0.39637649138311976
83,0.006053268765133172,0.40123729562527616
84,0.00645682001614205,0.40123729562527616
85,0.00645682001614205,0.4034467520989837
86,0.006860371267150928,0.4034467520989837
87,0.006860371267150928,0.4047724259832081
88,0.007263922518159807,0.4047724259832081
89,0.007263922518159807,0.41316836058329653
90,0.007667473769168685,0.41316836058329653
91,0.007667473769168685,0.4220061864781264
92,0.008071025020177562,0.4220061864781264
