,FPR,TPR
0,0.0,0.0
1,0.0,0.0004418912947414936
2,0.0,0.058329650905877155
3,0.0004035512510088781,0.058329650905877155
4,0.0004035512510088781,0.0684931506849315
5,0.0004035512510088781,0.06937693327441449
6,0.0004035512510088781,0.07247017233760494
7,0.0008071025020177562,0.07247017233760494
8,0.0008071025020177562,0.09412284577993814
9,0.0012106537530266344,0.09412284577993814
10,0.0012106537530266344,0.13433495360141406
11,0.0016142050040355124,0.13433495360141406
12,0.0016142050040355124,0.13963764913831198
13,0.0020177562550443904,0.13963764913831198
14,0.0020177562550443904,0.1873619089703933
15,0.002421307506053269,0.1873619089703933
16,0.002421307506053269,0.18957136544410075
17,0.002824858757062147,0.18957136544410075
18,0.002824858757062147,0.22448077772867875
19,0.003228410008071025,0.22448077772867875
20,0.003228410008071025,0.22713212549712772
21,0.003228410008071025,0.22801590808661068
22,0.003228410008071025,0.24480777728678746
23,0.0036319612590799033,0.24480777728678746
24,0.0036319612590799033,0.2465753424657534
25,0.004035512510088781,0.2465753424657534
26,0.004035512510088781,0.2633672116659302
27,0.00443906376109766,0.2633672116659302
28,0.00443906376109766,0.276623950508175
29,0.004842615012106538,0.276623950508175
30,0.004842615012106538,0.3252319929297393
31,0.005246166263115416,0.3252319929297393
32,0.005246166263115416,0.32699955810870523
33,0.005649717514124294,0.32699955810870523
34,0.005649717514124294,0.3305346884666372
35,0.006053268765133172,0.3305346884666372
36,0.006053268765133172,0.3314184710561202
37,0.00645682001614205,0.3314184710561202
38,0.00645682001614205,0.33583738400353513
39,0.006860371267150928,0.33583738400353513
40,0.006860371267150928,0.40300486080424214
41,0.007263922518159807,0.40300486080424214
42,0.007263922518159807,0.4083075563411401
43,0.007667473769168685,0.4083075563411401
44,0.007667473769168685,0.41802916482545294
45,0.008071025020177562,0.41802916482545294
46,0.008071025020177562,0.4410075121520106
47,0.00847457627118644,0.4410075121520106
48,0.00847457627118644,0.44410075121520104
49,0.00887812752219532,0.44410075121520104
50,0.00887812752219532,0.4445426425099426
51,0.009281678773204197,0.4445426425099426
52,0.009281678773204197,0.4569155987627044
53,0.009685230024213076,0.4569155987627044
54,0.009685230024213076,0.46354396818382676
55,0.010088781275221953,0.46354396818382676
56,0.010088781275221953,0.48033583738400354
57,0.010088781275221953,0.4812196199734865
58,0.010088781275221953,0.5006628369421122
59,0.010492332526230832,0.5006628369421122
60,0.010492332526230832,0.5262925320371189
61,0.010895883777239709,0.5262925320371189
62,0.010895883777239709,0.5338046840477243
63,0.011299435028248588,0.5338046840477243
64,0.011299435028248588,0.5391073795846222
65,0.011702986279257466,0.5391073795846222
66,0.011702986279257466,0.5408749447635881
67,0.012106537530266344,0.5408749447635881
68,0.012106537530266344,0.5439681838267786
69,0.012510088781275222,0.5439681838267786
70,0.012510088781275222,0.5461776403004861
71,0.0129136400322841,0.5461776403004861
72,0.0129136400322841,0.55324790101635
73,0.013317191283292978,0.55324790101635
74,0.013317191283292978,0.5589924878479894
75,0.013720742534301856,0.5589924878479894
76,0.013720742534301856,0.5629695095006628
77,0.014124293785310734,0.5629695095006628
78,0.014124293785310734,0.5682722050375607
79,0.014527845036319613,0.5682722050375607
80,0.014527845036319613,0.5722492266902341
81,0.01493139628732849,0.5722492266902341
82,0.01493139628732849,0.5802032699955811
83,0.01533494753833737,0.5802032699955811
84,0.01533494753833737,0.586389748121962
85,0.015738498789346248,0.586389748121962
86,0.015738498789346248,0.5868316394167035
87,0.016142050040355124,0.5868316394167035
88,0.016142050040355124,0.589041095890411
89,0.016142050040355124,0.5899248784798939
90,0.016142050040355124,0.5903667697746354
