epoch,accuracy,loss,val_accuracy,val_loss
1,0.8011366724967957,0.4210165739059448,0.8661043643951416,0.30888035893440247
2,0.8661744594573975,0.30686163902282715,0.8877174258232117,0.25818443298339844
3,0.8859788179397583,0.2670048177242279,0.8966789841651917,0.24437575042247772
4,0.899044930934906,0.23900137841701508,0.8961518406867981,0.2401406317949295
5,0.9116423726081848,0.2151130884885788,0.8987875580787659,0.23492637276649475
6,0.9202554821968079,0.19620059430599213,0.8993147015571594,0.23962779343128204
7,0.9292201399803162,0.17437854409217834,0.899841845035553,0.25812044739723206
8,0.9402355551719666,0.1529833972454071,0.8966789841651917,0.27717500925064087
9,0.9479112029075623,0.13562481105327606,0.8993147015571594,0.3029139041900635
10,0.9537704586982727,0.1202695369720459,0.8935160636901855,0.31276053190231323
