epoch,accuracy,loss,val_accuracy,val_loss
1,0.8831663727760315,0.26815417408943176,0.8803373575210571,0.2813723385334015
2,0.8870334625244141,0.26167207956314087,0.8850817084312439,0.28400173783302307
3,0.8930684924125671,0.25330889225006104,0.8882445693016052,0.27643048763275146
4,0.8938301801681519,0.24653668701648712,0.8782287836074829,0.28851887583732605
5,0.9003925919532776,0.2379337102174759,0.8829731345176697,0.2827486991882324
6,0.9000410437583923,0.23152117431163788,0.8845545649528503,0.2833544611930847
7,0.906251847743988,0.22497624158859253,0.8914074897766113,0.2810572385787964
8,0.9090057015419006,0.21956568956375122,0.8850817084312439,0.2824442684650421
9,0.9103533029556274,0.2146383374929428,0.8813916444778442,0.2825649082660675
10,0.9156266450881958,0.2050991803407669,0.87928307056427,0.301803320646286
