,train,val,test
accuracy,0.8761352317337552,0.8719030047443331,0.8650073824087745
balanced_accuracy,0.8774629847564208,0.8737892086972019,0.8660519241887158
roc_auc,0.9544751577621644,0.9513288629477812,0.9388563682099338
F1,0.8748075328674642,0.8720379146919431,0.8627787307032591
