,train,val,test
accuracy,0.9081141651835739,0.8874242024782494,0.8829360894326092
balanced_accuracy,0.9067123461346024,0.8865267759380145,0.8813050201918287
roc_auc,0.9731115270632953,0.9587816885515834,0.958175113780767
F1,0.9009802528768291,0.8802244039270687,0.8733165943848437
