,train,val,test
accuracy,0.9079823347175532,0.8861059847086739,0.887154608732335
balanced_accuracy,0.9073001872307285,0.8859408563953829,0.8860114834672381
roc_auc,0.9744976805576622,0.958251769878219,0.9572356935464256
F1,0.9025003492107836,0.8808604522890238,0.8792597607763485
